environment,genotype,human_score
Nebraska2025,PI597977,3.6243293977350137
Nebraska2025,PI597978,2.672913026326138
Nebraska2025,PI597979,2.565586392664228
Nebraska2025,PI597980,2.435769897918441
Nebraska2025,PI597981,3.164532144286317
Nebraska2025,PI597982,2.4132032982236247
Nebraska2025,PI598069,1.3473749480325543
Nebraska2025,PI598070,2.3572421223927873
Nebraska2025,PI601415,1.803752846385406
Nebraska2025,PI601553,1.2910376758427131
Nebraska2025,PI601554,1.5189297972435063
Nebraska2025,PI601555,2.4766881459284367
Nebraska2025,PI601556,1.6202151542764596
Nebraska2025,PI601557,2.036849419027992
Nebraska2025,PI601716,2.4577741340087074
Nebraska2025,PI601721,1.86626378119264
Nebraska2025,PI601743,2.2188757428296206
Nebraska2025,PI601744,2.102263919528371
Nebraska2025,PI601756,1.9500865820770712
Nebraska2025,PI601816,2.003420564175086
Nebraska2025,PI602599,2.2351475722860856
Nebraska2025,PI602600,2.3817254942133483
Nebraska2025,PI603983,1.736206908821593
Nebraska2025,PI605723,2.1137112787523717
Nebraska2025,PI605724,1.6678371121161502
Nebraska2025,PI605725,1.6385752083104173
Nebraska2025,PI605726,2.4825563464483427
Nebraska2025,PI606788,1.4051835565549915
Nebraska2025,PI607931,2.2240284105101327
Nebraska2025,PI609456,2.7575810202683604
Nebraska2025,PI613536,2.3634624982111827
Nebraska2025,PI613610,1.8825955608669256
Nebraska2025,PI613611,3.3212449916975673
Nebraska2025,PI613612,2.27155554278224
Nebraska2025,PI613613,2.604210084334319
Nebraska2025,PI619402,2.0253930907624182
Nebraska2025,PI629034,1.341650040674576
Nebraska2025,PI629040,1.571025494989989
Nebraska2025,PI629059,1.7005818152348158
Nebraska2025,PI641824,2.333664707490445
Nebraska2025,PI641836,2.1045564202788234
Nebraska2025,PI641849,2.357060057908384
Nebraska2025,PI641874,2.698120265703269
Nebraska2025,PI642791,2.026468439377893
Nebraska2025,PI642793,2.0623215044910137
Nebraska2025,PI642992,2.5826366355295285
Nebraska2025,PI642998,2.314876924327196
Nebraska2025,PI651492,1.491461717099
Nebraska2025,PI651496,2.6773557339524556
Nebraska2025,PI653616,2.1495245537451515
Nebraska2025,PI653617,3.271870679236992
Nebraska2025,PI655970,1.5303306214293817
Nebraska2025,PI655971,2.489246897765392
Nebraska2025,PI655972,2.5187432345229155
Nebraska2025,PI655973,2.199041980418321
Nebraska2025,PI655974,1.5476813461952006
Nebraska2025,PI655975,1.2889812495701118
Nebraska2025,PI655976,2.8373448773492633
Nebraska2025,PI655977,2.3951724786737825
Nebraska2025,PI655978,1.403816110279279
Nebraska2025,PI655979,1.8276788102186567
Nebraska2025,PI655980,2.148667864408526
Nebraska2025,PI655981,2.0997638239461787
Nebraska2025,PI655982,1.5646259482938831
Nebraska2025,PI655983,2.441673004548825
Nebraska2025,PI655984,2.3543053066862956
Nebraska2025,PI655985,1.6912235002418867
Nebraska2025,PI655986,1.938109194178915
Nebraska2025,PI655987,2.3240174971059013
Nebraska2025,PI655988,1.7456587732285458
Nebraska2025,PI655989,2.47911622198752
Nebraska2025,PI655990,1.9709351241649864
Nebraska2025,PI655991,1.4026624703464925
Nebraska2025,PI655992,1.9323656804800953
Nebraska2025,PI655993,1.4019026423492458
Nebraska2025,PI655994,2.029460309345402
Nebraska2025,PI655995,1.995505383521909
Nebraska2025,PI655996,2.207175773824998
Nebraska2025,PI655997,2.0733152381598283
Nebraska2025,PI655998,2.418590703881738
Nebraska2025,PI655999,1.77329987472645
Nebraska2025,PI656000,1.7461896948626845
Nebraska2025,PI656001,1.6321331044755527
Nebraska2025,PI656002,2.0314774709002905
Nebraska2025,PI656003,1.9023030509888352
Nebraska2025,PI656004,1.2822456721285351
Nebraska2025,PI656005,1.7480003142523095
Nebraska2025,PI656006,1.615030205825977
Nebraska2025,PI656007,2.36015543757175
Nebraska2025,PI656008,1.3350732191794172
Nebraska2025,PI656009,1.3474613667296242
Nebraska2025,PI656010,1.676097210496442
Nebraska2025,PI656011,1.51749949029592
Nebraska2025,PI656012,2.241084005278337
Nebraska2025,PI656013,3.458060614737604
Nebraska2025,PI656014,2.418807598064471
Nebraska2025,PI656015,2.1340193999531
Nebraska2025,PI656016,2.043788899340723
Nebraska2025,PI656017,1.9520087093981096
Nebraska2025,PI656018,1.954896668716278
Nebraska2025,PI656019,2.6262316102022876
Nebraska2025,PI656020,2.064508354686171
Nebraska2025,PI656021,1.9546218027630544
Nebraska2025,PI656022,2.662616456370561
Nebraska2025,PI656023,2.3720451079657874
Nebraska2025,PI656024,1.8985681968091193
Nebraska2025,PI656025,3.399269435761993
Nebraska2025,PI656026,1.3631793295444026
Nebraska2025,PI656027,2.1415819539874055
Nebraska2025,PI656028,1.4952982356969742
Nebraska2025,PI656029,2.2120827377207104
Nebraska2025,PI656030,1.4569106207660243
Nebraska2025,PI656031,1.232921820082623
Nebraska2025,PI656032,1.802909832060578
Nebraska2025,PI656033,2.0695744517241814
Nebraska2025,PI656034,1.362503237932563
Nebraska2025,PI656035,2.258715950332614
Nebraska2025,PI656036,1.3695348467491082
Nebraska2025,PI656037,1.5770196770600802
Nebraska2025,PI656038,1.989748510053124
Nebraska2025,PI656039,1.6459578399981305
Nebraska2025,PI656040,2.8318145553922793
Nebraska2025,PI656041,2.1063204770528277
Nebraska2025,PI656042,2.321853668671189
Nebraska2025,PI656043,1.4154254486539657
Nebraska2025,PI656044,1.2602630894407287
Nebraska2025,PI656046,3.3172196713644926
Nebraska2025,PI656047,2.674895617809166
Nebraska2025,PI656048,1.9012907226348403
Nebraska2025,PI656049,2.66507467280014
Nebraska2025,PI656050,2.3825889713010437
Nebraska2025,PI656051,1.5625919297136426
Nebraska2025,PI656052,2.5149840653808333
Nebraska2025,PI656053,1.4554191757545183
Nebraska2025,PI656054,1.3579346827766376
Nebraska2025,PI656055,1.6879523500684963
Nebraska2025,PI656056,1.823524021679647
Nebraska2025,PI656057,1.913088998258382
Nebraska2025,PI656058,1.7558328321333985
Nebraska2025,PI656059,2.0078677770902127
Nebraska2025,PI656060,2.1360182538226056
Nebraska2025,PI656061,2.4738579787944706
Nebraska2025,PI656062,1.301354257656224
Nebraska2025,PI656063,2.5318597180217814
Nebraska2025,PI656064,2.589366929682883
Nebraska2025,PI656065,2.262894468657065
Nebraska2025,PI656066,1.2082507500901658
Nebraska2025,PI656067,2.272120823324631
Nebraska2025,PI656068,1.0851247405395488
Nebraska2025,PI656069,1.9968174800275564
Nebraska2025,PI656070,2.423228441393748
Nebraska2025,PI656071,2.617544737321406
Nebraska2025,PI656072,1.848288212510193
Nebraska2025,PI656073,2.034670716733731
Nebraska2025,PI656074,1.4487256366906538
Nebraska2025,PI656075,1.3494218910761
Nebraska2025,PI656076,1.2458203613421714
Nebraska2025,PI656077,2.4022447155312845
Nebraska2025,PI656078,2.0723936051870178
Nebraska2025,PI656079,2.558418312096709
Nebraska2025,PI656080,2.4827931867707163
Nebraska2025,PI656081,2.5748871473698514
Nebraska2025,PI656082,3.4145688769827665
Nebraska2025,PI656083,2.167273173977729
Nebraska2025,PI656084,1.6928212555964568
Nebraska2025,PI656085,2.023678465047228
Nebraska2025,PI656086,1.6990282785535225
Nebraska2025,PI656087,3.1267999582249355
Nebraska2025,PI656088,2.780298502179363
Nebraska2025,PI656089,2.7480521118797547
Nebraska2025,PI656090,2.37629041339726
Nebraska2025,PI656091,1.7178017871252582
Nebraska2025,PI656092,2.4176706049633756
Nebraska2025,PI656093,2.602377183025702
Nebraska2025,PI656094,2.5899221520293816
Nebraska2025,PI656095,1.9201907453937488
Nebraska2025,PI656096,2.7491325818526526
Nebraska2025,PI656097,2.0361156825669564
Nebraska2025,PI656098,2.6771986828605647
Nebraska2025,PI656099,2.081633622586463
Nebraska2025,PI656100,2.089418029096456
Nebraska2025,PI656101,3.199958870093443
Nebraska2025,PI656102,2.905190151012999
Nebraska2025,PI656103,3.093496386216544
Nebraska2025,PI656104,1.5368094506597936
Nebraska2025,PI656105,2.1613570812394043
Nebraska2025,PI656106,2.2120162833784023
Nebraska2025,PI656107,2.2662529929301307
Nebraska2025,PI656108,2.574005826249714
Nebraska2025,PI656109,2.8124712739211617
Nebraska2025,PI656110,2.8023102517693745
Nebraska2025,PI656111,2.292750099166914
Nebraska2025,PI656112,2.8442525361978617
Nebraska2025,PI656113,2.9067705367245464
Nebraska2025,PI656114,1.5284509115675329
Nebraska2025,PI656115,2.9193965609772414
Nebraska2025,PI656116,3.3702533082721153
Nebraska2025,PI656117,1.2839211253524043
Nebraska2025,PI656118,1.7496973115242975
Nebraska2025,PI656119,2.483890327101544
Nebraska2025,PI656120,1.4607146216445257
Nebraska2025,PI656121,3.036152513617898
Nebraska2025,PI659691,1.917022918902422
Nebraska2025,PI659692,1.9540760463406557
Nebraska2025,PI659693,2.315846231368697
Nebraska2025,PI659694,1.2156155645852167
Nebraska2025,PI659695,1.821342768056478
Nebraska2025,PI659696,1.9414996113417904
Nebraska2025,PI659753,2.314717712000063
Nebraska2025,SC0003,2.1013713941486976
Nebraska2025,SC0027,1.9003879697708816
Nebraska2025,SC0041,1.729781182690548
Nebraska2025,SC0092,1.864554013884269
Nebraska2025,SC0138,1.7961097519324525
Nebraska2025,SC0150,2.1857614096695936
Nebraska2025,SC0156,2.3904031867183315
Nebraska2025,SC0157,2.5785720672510237
Nebraska2025,SC0159,2.620983381764498
Nebraska2025,SC0178,3.020675801124337
Nebraska2025,SC0179,2.200217471204101
Nebraska2025,SC0190,2.5143798531855484
Nebraska2025,SC0191,2.0994702052061225
Nebraska2025,SC0201,2.0431659553175527
Nebraska2025,SC0235,2.7837933270354966
Nebraska2025,SC0236,2.730626531695404
Nebraska2025,SC0247,2.1013903864923726
Nebraska2025,SC0249,2.0491104021282576
Nebraska2025,SC0263,1.8596721633859992
Nebraska2025,SC0266,2.3112664192646575
Nebraska2025,SC0276,2.3403349349742864
Nebraska2025,SC0287,2.154630108421117
Nebraska2025,SC0297,3.4979888707178137
Nebraska2025,SC0314,2.1522056751419876
Nebraska2025,SC0343,2.48588553524492
Nebraska2025,SC0371,3.019604641591262
Nebraska2025,SC0400,2.102834458646376
Nebraska2025,SC0409,2.8571659104106395
Nebraska2025,SC0412,2.4199320402530535
Nebraska2025,SC0436,1.9587302558177544
Nebraska2025,SC0438,2.5196380626524686
Nebraska2025,SC0445,2.1578531295310768
Nebraska2025,SC0448,2.313104329859216
Nebraska2025,SC0456,2.197125884573021
Nebraska2025,SC0458,1.6916614586879777
Nebraska2025,SC0463,2.611994803847737
Nebraska2025,SC0470,2.2036960826925345
Nebraska2025,SC0479,2.00097735205613
Nebraska2025,SC0505,2.2999602176813063
Nebraska2025,SC0517,2.2743426806820617
Nebraska2025,SC0521,3.131926310136148
Nebraska2025,SC0540,2.9485421669483487
Nebraska2025,SC0542,1.9921061253869776
Nebraska2025,SC0550,1.9327371531952184
Nebraska2025,SC0551,3.0709029236780134
Nebraska2025,SC0556,2.0693748714241176
Nebraska2025,SC0581,1.2793496595575176
Nebraska2025,SC0582,2.57272134094602
Nebraska2025,SC0602,1.740932673064655
Nebraska2025,SC0604,2.701188796725469
Nebraska2025,SC0615,2.836624293006225
Nebraska2025,SC0616,2.168243499296483
Nebraska2025,SC0618,1.661198136703512
Nebraska2025,SC0631,2.039882511550472
Nebraska2025,SC0636,2.591273791306209
Nebraska2025,SC0640,2.7378403432815706
Nebraska2025,SC0652,2.9140981059875664
Nebraska2025,SC0685,2.5672607692003497
Nebraska2025,SC0713,2.318231307368124
Nebraska2025,SC0741,2.6051386087238777
Nebraska2025,SC0747,2.354027064039621
Nebraska2025,SC0753,2.4003650488002988
Nebraska2025,SC0759,2.5542065118595643
Nebraska2025,SC0777,2.7268592093902635
Nebraska2025,SC0814,2.806889477441288
Nebraska2025,SC0823,2.486319669841646
Nebraska2025,SC0834,3.1139062576400063
Nebraska2025,SC0837,1.872491648479099
Nebraska2025,SC0847,3.408085180804821
Nebraska2025,SC0848,2.874651164913807
Nebraska2025,SC0854,2.2638446351578807
Nebraska2025,SC0858,2.191596596288732
Nebraska2025,SC0860,2.6584775205559428
Nebraska2025,SC0864,3.157229629181125
Nebraska2025,SC0868,2.081347330844659
Nebraska2025,SC0870,2.200857944771357
Nebraska2025,SC0871,3.708100848434017
Nebraska2025,SC0877,2.3759418676762127
Nebraska2025,SC0893,1.5440566781474216
Nebraska2025,SC0914,1.7534350955033224
Nebraska2025,SC0921,2.1712129619493052
Nebraska2025,SC0923,2.9832695266283222
Nebraska2025,SC0965,2.91447427435263
Nebraska2025,SC0999,2.2668294632017143
Nebraska2025,SC1021,2.314084124641946
Nebraska2025,SC1023,3.133265890736887
Nebraska2025,SC1024,2.4601748173841167
Nebraska2025,SC1058,2.967694617848122
Nebraska2025,SC1082,2.6188620457077194
Nebraska2025,SC1097,1.733888246613975
Nebraska2025,SC1107,1.895096340011023
Nebraska2025,SC1114,2.8892011769802446
Nebraska2025,SC1119,2.619592777808003
Nebraska2025,SC1120,2.4647908659208486
Nebraska2025,SC1133,2.286408654438686
Nebraska2025,SC1166,2.486419958907758
Nebraska2025,SC1170,2.695211076916114
Nebraska2025,SC1178,2.4470464352465475
Nebraska2025,SC1193,3.0376630466391292
Nebraska2025,SC1216,2.1424235392690667
Nebraska2025,SC1442,2.005944156260212
Nebraska2025,SC1446,2.309593452769274
Alabama2025,PI276837,2.374999999999956
Alabama2025,PI533752,2.333333333333328
Alabama2025,PI533754,2.6856580237439025
Alabama2025,PI533757,3.7937499999999935
Alabama2025,PI533758,1.9356580237439027
Alabama2025,PI533762,2.3143419762560877
Alabama2025,PI533785,2.5643419762560877
Alabama2025,PI533789,2.5643419762560877
Alabama2025,PI533792,2.3143419762560877
Alabama2025,PI533799,2.5643419762560877
Alabama2025,PI533807,3.1893419762560873
Alabama2025,PI533810,2.0643419762560877
Alabama2025,PI533821,2.8143419762560877
Alabama2025,PI533830,3.1249999999999947
Alabama2025,PI533831,1.6856580237439025
Alabama2025,PI533871,2.1856580237439025
Alabama2025,PI533876,2.9393419762560877
Alabama2025,PI533902,3.1856580237439025
Alabama2025,PI533903,2.8749999999999947
Alabama2025,PI533910,2.6856580237439025
Alabama2025,PI533911,3.1893419762560877
Alabama2025,PI533915,3.0643419762560877
Alabama2025,PI533943,3.4393419762560877
Alabama2025,PI533949,3.1856580237439025
Alabama2025,PI533955,2.9356580237439025
Alabama2025,PI533964,2.6856580237439025
Alabama2025,PI533965,1.435658023743903
Alabama2025,PI533967,3.1856580237439025
Alabama2025,PI533970,3.3749999999999947
Alabama2025,PI533972,2.3143419762560877
Alabama2025,PI533976,2.1249999999999947
Alabama2025,PI533980,1.9356580237439025
Alabama2025,PI533985,2.5833333333333277
Alabama2025,PI533986,2.9356580237439025
Alabama2025,PI533991,2.4999999999999947
Alabama2025,PI533996,2.8749999999999947
Alabama2025,PI534028,1.564341976256088
Alabama2025,PI534037,2.1856580237439025
Alabama2025,PI534053,2.9356580237439025
Alabama2025,PI534054,2.8143419762560877
Alabama2025,PI534063,1.1856580237439027
Alabama2025,PI534070,1.624999999999995
Alabama2025,PI534075,2.4356580237439025
Alabama2025,PI534092,2.9356580237439025
Alabama2025,PI534097,3.564341976256088
Alabama2025,PI534099,2.5643419762560877
Alabama2025,PI534105,3.0643419762560877
Alabama2025,PI534108,3.685658023743903
Alabama2025,PI534114,2.8143419762560877
Alabama2025,PI534128,3.564341976256088
Alabama2025,PI534132,4.064341976256087
Alabama2025,PI534133,2.1856580237439025
Alabama2025,PI534144,3.1856580237439025
Alabama2025,PI534148,4.151841976256087
Alabama2025,PI548797,2.1249999999999947
Alabama2025,PI561073,1.9356580237439025
Alabama2025,PI564165,2.9356580237439025
Alabama2025,PI574455,2.6856580237439025
Alabama2025,PI576332,3.564341976256088
Alabama2025,PI576337,2.124999999999995
Alabama2025,PI576339,2.4356580237439025
Alabama2025,PI576345,3.1249999999999947
Alabama2025,PI576359,2.7499999999999947
Alabama2025,PI576366,3.064341976256088
Alabama2025,PI576373,1.6856580237439025
Alabama2025,PI576375,3.064341976256088
Alabama2025,PI576376,1.064341976256088
Alabama2025,PI576380,4.435658023743903
Alabama2025,PI576386,4.064341976256088
Alabama2025,PI576393,1.4356580237439025
Alabama2025,PI576396,2.5643419762560877
Alabama2025,PI576425,1.939341976256088
Alabama2025,PI576434,4.064341976256088
Alabama2025,PI595699,2.5643419762560877
Alabama2025,PI595714,3.939341976256088
Alabama2025,PI595741,1.814341976256088
Alabama2025,PI597952,2.8143419762560877
Alabama2025,PI597958,2.0643419762560877
Alabama2025,PI597965,3.064341976256088
Alabama2025,PI597966,2.4356580237439025
Alabama2025,PI597968,2.4999999999999947
Alabama2025,PI597973,2.4999999999999947
Alabama2025,PI597976,0.8143419762560873
Alabama2025,PI597980,2.6856580237439025
Alabama2025,PI597982,3.0624999999999947
Alabama2025,PI601816,1.564341976256088
Alabama2025,PI607931,4.064341976256087
Alabama2025,PI629040,1.1856580237439025
Alabama2025,PI641836,3.314341976256088
Alabama2025,PI653617,1.6856580237439025
Alabama2025,PI655971,1.874999999999995
Alabama2025,PI655975,1.7916666666666614
Alabama2025,PI655977,2.2499999999999947
Alabama2025,PI655982,2.2499999999999947
Alabama2025,PI655985,1.6856580237439025
Alabama2025,PI655989,2.935658023743902
Alabama2025,PI655990,1.6856580237439025
Alabama2025,PI656001,2.8143419762560877
Alabama2025,PI656002,3.4356580237439025
Alabama2025,PI656004,1.0643419762560875
Alabama2025,PI656010,2.2499999999999947
Alabama2025,PI656012,3.435658023743903
Alabama2025,PI656018,1.814341976256088
Alabama2025,PI656024,2.3143419762560877
Alabama2025,PI656026,3.814341976256088
Alabama2025,PI656029,2.5606580237439025
Alabama2025,PI656031,1.3143419762560875
Alabama2025,PI656034,2.4356580237439025
Alabama2025,PI656036,1.624999999999995
Alabama2025,PI656037,2.3124999999999947
Alabama2025,PI656038,2.9356580237439025
Alabama2025,PI656044,2.1249999999999947
Alabama2025,PI656051,2.4356580237439025
Alabama2025,PI656052,3.435658023743903
Alabama2025,PI656055,2.7499999999999947
Alabama2025,PI656056,2.4356580237439025
Alabama2025,PI656068,1.4356580237439025
Alabama2025,PI656069,3.814341976256088
Alabama2025,PI656070,2.4999999999999947
Alabama2025,PI656071,3.064341976256088
Alabama2025,PI656072,2.0643419762560877
Alabama2025,PI656075,1.0643419762560875
Alabama2025,PI656076,2.3124999999999947
Alabama2025,PI656079,3.1874999999999947
Alabama2025,PI656083,2.8749999999999947
Alabama2025,PI656088,1.9999999999999951
Alabama2025,PI656090,3.6856580237439025
Alabama2025,PI656091,1.9356580237439025
Alabama2025,PI656094,2.064341976256088
Alabama2025,PI656112,2.564341976256088
Alabama2025,PI656117,3.064341976256088
Alabama2025,PI659691,2.564341976256088
Alabama2025,PI659753,2.7499999999999947
Georgia2025,PI152651,2.297089961242356
Georgia2025,PI167093,2.6868506856514127
Georgia2025,PI195754,2.266059353105873
Georgia2025,PI24969,2.501970527961505
Georgia2025,PI257600,1.2970899612425475
Georgia2025,PI276837,2.6868506856514123
Georgia2025,PI329299,1.6868506856514127
Georgia2025,PI329435,1.74197032344698
Georgia2025,PI329614,2.5160593531058733
Georgia2025,PI533752,3.222014258405172
Georgia2025,PI533754,1.613482989043164
Georgia2025,PI533757,2.2731356063569694
Georgia2025,PI533758,3.442097494645312
Georgia2025,PI533759,2.942591633765691
Georgia2025,PI533766,2.277332312985106
Georgia2025,PI533776,3.219347579750114
Georgia2025,PI533789,3.4368506856514127
Georgia2025,PI533792,3.7661814201697377
Georgia2025,PI533799,2.2084596233334475
Georgia2025,PI533810,3.0160593531058733
Georgia2025,PI533814,2.245652523138895
Georgia2025,PI533824,2.9817170256411103
Georgia2025,PI533833,3.354417082782412
Georgia2025,PI533856,2.7970899612425475
Georgia2025,PI533877,2.047089961242548
Georgia2025,PI533878,3.4720142584051716
Georgia2025,PI533902,3.3544170827824114
Georgia2025,PI533903,3.02313560635697
Georgia2025,PI533912,2.802830909356826
Georgia2025,PI533915,2.2311898313367906
Georgia2025,PI533924,4.516181420169738
Georgia2025,PI533943,3.277332312985106
Georgia2025,PI533949,2.919326953399863
Georgia2025,PI533967,3.05249002808364
Georgia2025,PI533976,2.5398070402243733
Georgia2025,PI533985,3.1256965127250784
Georgia2025,PI533989,2.442097494645312
Georgia2025,PI533991,2.545697887237503
Georgia2025,PI533996,2.0470899612425475
Georgia2025,PI533997,4.016059353105874
Georgia2025,PI534009,2.7463704674905443
Georgia2025,PI534028,2.4368506856514127
Georgia2025,PI534053,3.5160593531058746
Georgia2025,PI534070,2.73346715250174
Georgia2025,PI534075,4.016059353105874
Georgia2025,PI534092,3.3522913962078347
Georgia2025,PI534097,2.7995977340956344
Georgia2025,PI534108,1.4695366726766417
Georgia2025,PI534117,2.7017607351810433
Georgia2025,PI534120,2.0160593531058733
Georgia2025,PI534128,2.002822057234626
Georgia2025,PI534138,2.766059353105874
Georgia2025,PI534139,2.941908411502042
Georgia2025,PI534144,3.527332312985107
Georgia2025,PI534167,4.184353169211141
Georgia2025,PI540816,2.806303149369773
Georgia2025,PI548797,2.1919084115020424
Georgia2025,PI552856,2.0110133503801406
Georgia2025,PI561472,1.363482989043164
Georgia2025,PI563196,2.6868506856514123
Georgia2025,PI563331,2.0160593531058733
Georgia2025,PI564163,3.266059353105874
Georgia2025,PI564164,3.084633425980955
Georgia2025,PI565121,1.9876241446483631
Georgia2025,PI569418,1.0160593531058737
Georgia2025,PI569454,1.7815746571742104
Georgia2025,PI569886,2.1868506856514127
Georgia2025,PI570254,1.2660593531058733
Georgia2025,PI576130,1.2285158883674665
Georgia2025,PI576337,3.8359936200665294
Georgia2025,PI576339,2.7898070402243738
Georgia2025,PI576350,2.184353169211141
Georgia2025,PI576366,1.6107826554376214
Georgia2025,PI576375,2.266059353105874
Georgia2025,PI576380,2.743897690941407
Georgia2025,PI576387,2.2962498405393656
Georgia2025,PI576390,3.533150794651413
Georgia2025,PI576391,2.7660593531058737
Georgia2025,PI576393,2.2475749323810708
Georgia2025,PI576399,3.686850685651412
Georgia2025,PI576428,2.393088753857459
Georgia2025,PI576434,3.033150794651413
Georgia2025,PI576435,1.7317170256411103
Georgia2025,PI585295,2.940310503728991
Georgia2025,PI585467,1.6868506856514127
Georgia2025,PI595714,2.4693475797501137
Georgia2025,PI595718,3.242455764916228
Georgia2025,PI595739,1.684353169211141
Georgia2025,PI595744,2.671996277887734
Georgia2025,PI595745,3.521239786990836
Georgia2025,PI597945,3.622293761364475
Georgia2025,PI597950,1.9817170256411103
Georgia2025,PI597951,2.0398070402243738
Georgia2025,PI597966,3.5398070402243738
Georgia2025,PI597967,2.692591633765691
Georgia2025,PI597968,3.434353169211141
Georgia2025,PI597971,3.9368506856514127
Georgia2025,PI597972,1.5160593531058737
Georgia2025,PI597973,2.98118983133679
Georgia2025,PI597976,4.273135606356971
Georgia2025,PI607931,2.6035158883674665
Georgia2025,PI629034,2.047089961242548
Georgia2025,PI629040,2.6040449158358903
Georgia2025,PI629059,2.5201840189847453
Georgia2025,PI642992,4.48118983133679
Georgia2025,PI651497,1.2660593531058737
Georgia2025,PI655972,2.547089961242547
Georgia2025,PI655973,3.7896426473234186
Georgia2025,PI655974,2.2661814201697372
Georgia2025,PI655977,3.2660593531058733
Georgia2025,PI655982,2.527332312985106
Georgia2025,PI655983,2.9070454457000423
Georgia2025,PI655984,2.297089961242548
Georgia2025,PI655985,3.719347579750114
Georgia2025,PI655990,3.3809106493147723
Georgia2025,PI655992,2.30249002808364
Georgia2025,PI655997,2.972706845500158
Georgia2025,PI655999,1.6107826554376214
Georgia2025,PI656001,2.815310503728991
Georgia2025,PI656003,3.310543844290453
Georgia2025,PI656010,3.4070454457000423
Georgia2025,PI656011,1.547089961242548
Georgia2025,PI656012,2.673039253831
Georgia2025,PI656016,2.6107826554376214
Georgia2025,PI656017,2.942097494645312
Georgia2025,PI656018,3.722014258405171
Georgia2025,PI656019,2.3346334259809556
Georgia2025,PI656021,2.1354984357805824
Georgia2025,PI656022,1.9695366726766417
Georgia2025,PI656024,2.0106798364822644
Georgia2025,PI656031,1.6211987651138422
Georgia2025,PI656034,2.372586725253365
Georgia2025,PI656035,2.4811898313367906
Georgia2025,PI656037,2.6920974946453113
Georgia2025,PI656046,2.976608742937904
Georgia2025,PI656053,1.797089961242548
Georgia2025,PI656055,2.527332312985106
Georgia2025,PI656056,3.27313560635697
Georgia2025,PI656060,3.434353169211141
Georgia2025,PI656068,2.78157465717421
Georgia2025,PI656070,2.9695366726766417
Georgia2025,PI656071,2.552870006009975
Georgia2025,PI656072,2.047089961242548
Georgia2025,PI656075,2.0618506856514114
Georgia2025,PI656076,1.722014258405172
Georgia2025,PI656078,1.9695366726766417
Georgia2025,PI656082,1.797089961242548
Georgia2025,PI656087,4.302822057234623
Georgia2025,PI656090,3.4212519819312774
Georgia2025,PI656095,3.202109060158238
Georgia2025,PI656100,2.047089961242548
Georgia2025,PI656102,2.5266847390594736
Georgia2025,PI656103,4.73685068565141
Georgia2025,PI656106,2.9817170256411103
Georgia2025,PI656109,3.969536672676642
Georgia2025,PI656110,4.0470899612425475
Georgia2025,PI656111,1.7773323129851066
Georgia2025,PI656118,2.2045904381403334
